"국가(대륙)별","상품군별","판매유형별",2014 1/4,2014 2/4,2014 3/4,2014 4/4,2015 1/4,2015 2/4,2015 3/4,2015 4/4,2016 1/4,2016 2/4,2016 3/4,2016 4/4,2017 1/4,2017 2/4,2017 3/4,2017 4/4,2018 1/4,2018 2/4,2018 3/4,2018 4/4,2019 1/4,2019 2/4,2019 3/4,2019 4/4,2020 1/4 p)
"EU","농축수산물","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU","농축수산물","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,0,0,0,0,0,0,0,0,0,0
"EU","생활용품 및 자동차용품","계",608,627,561,563,480,439,443,489,919,667,705,721,733,697,544,654,739,639,610,637,665,622,383,845,694
"EU","생활용품 및 자동차용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU","생활용품 및 자동차용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,733,697,544,654,739,639,610,637,665,622,383,845,694
"EU","기 타","계",525,482,473,452,396,387,429,481,540,622,716,775,731,762,718,863,1121,811,760,1057,922,926,536,914,942
"EU","기 타","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU","기 타","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,731,762,718,863,1121,811,760,1057,922,926,536,914,942
"중동","합계","계",2262,2242,2101,2299,2187,2223,2095,2413,2187,2116,1775,2041,1918,1772,1864,2476,1708,1864,1947,2504,2252,2475,1826,2742,2171
"중동","합계","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,4,0,0,0,0,0
"중동","합계","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,1918,1772,1864,2476,1708,1864,1947,2500,2252,2475,1826,2742,2171
"중동","컴퓨터 및 주변기기","계",145,181,152,129,119,124,125,128,112,107,113,151,93,71,79,301,48,58,67,77,98,96,62,79,61
"중동","컴퓨터 및 주변기기","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","컴퓨터 및 주변기기","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,93,71,79,301,48,58,67,77,98,96,62,79,61
"중동","가전·전자·통신기기","계",665,693,608,716,535,585,479,572,425,369,306,364,351,338,313,262,172,153,181,193,155,155,168,356,157
"중동","가전·전자·통신기기","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","가전·전자·통신기기","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,351,338,313,262,172,153,181,193,155,155,168,356,157
"중동","소프트웨어","계",7,2,5,14,32,14,26,41,44,14,4,3,2,1,3,8,3,7,22,4,4,12,3,1,2
"중동","소프트웨어","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","소프트웨어","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,8,3,7,22,4,4,12,3,1,2
"중동","서 적","계",4,7,4,4,4,5,12,10,13,23,24,27,23,23,43,42,43,60,58,72,58,81,55,100,98
"중동","서 적","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","서 적","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,23,23,43,42,43,60,58,72,58,81,55,100,98
"중동","사무·문구","계",0,0,0,0,0,0,0,2,3,2,3,3,3,2,1,2,3,1,0,3,1,1,2,0,1
"중동","사무·문구","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","사무·문구","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,2,3,1,0,3,1,1,2,0,1
"중동","음반·비디오·악기","계",30,23,28,27,31,38,29,33,137,102,92,132,76,67,140,115,104,161,247,272,206,314,227,360,496
"중동","음반·비디오·악기","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","음반·비디오·악기","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,76,67,140,115,104,161,247,272,206,314,227,360,496
"중동","의류 및 패션관련 상품","계",342,296,252,282,230,244,222,322,265,257,221,225,196,186,174,216,198,232,222,227,209,312,161,242,258
"중동","의류 및 패션관련 상품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,3,0,0,0,0,0
"중동","의류 및 패션관련 상품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,196,186,174,216,198,232,222,224,209,312,161,242,258
"중동","스포츠·레저용품","계",69,72,60,66,62,60,60,62,67,68,60,64,45,52,50,46,49,41,45,72,48,46,33,50,46
"중동","스포츠·레저용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","스포츠·레저용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,45,52,50,46,49,41,45,72,48,46,33,50,46
"중동","화장품","계",418,448,439,489,572,531,525,684,577,592,476,507,575,572,578,608,659,718,688,801,790,873,602,1134,670
"중동","화장품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0
"중동","화장품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,575,572,578,608,659,718,688,800,790,873,602,1134,670
"중동","아동·유아용품","계",126,86,102,112,102,99,105,119,88,83,68,69,49,42,61,77,59,62,54,47,35,44,32,45,35
"중동","아동·유아용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","아동·유아용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,49,42,61,77,59,62,54,47,35,44,32,45,35
"중동","음·식료품","계",26,22,46,66,47,70,49,4,7,3,3,2,7,4,4,3,3,4,4,6,7,7,5,8,5
"중동","음·식료품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","음·식료품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,7,4,4,3,3,4,4,6,7,7,5,8,5
"중동","농축수산물","계",14,11,26,21,46,48,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","농축수산물","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","농축수산물","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","생활용품 및 자동차용품","계",334,307,303,279,311,322,325,331,345,386,326,376,358,320,302,660,261,272,270,620,532,366,399,275,214
"중동","생활용품 및 자동차용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","생활용품 및 자동차용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,358,320,302,660,261,272,270,620,532,366,399,275,214
"중동","기 타","계",82,94,76,94,96,83,101,105,104,110,79,118,140,94,116,136,106,95,89,110,109,168,77,92,128
"중동","기 타","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중동","기 타","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,140,94,116,136,106,95,89,110,109,168,77,92,128
"중남미","합계","계",2468,2437,2715,2083,1886,2285,2283,2520,2076,2139,2057,3120,2271,2333,3035,2606,2399,2601,3209,3460,3092,3680,2461,3747,2662
"중남미","합계","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","합계","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,2271,2333,3035,2606,2399,2601,3209,3460,3092,3680,2461,3747,2662
"중남미","컴퓨터 및 주변기기","계",94,94,100,72,71,55,67,57,94,71,83,92,84,59,131,70,56,42,54,66,56,59,58,61,42
"중남미","컴퓨터 및 주변기기","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","컴퓨터 및 주변기기","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,84,59,131,70,56,42,54,66,56,59,58,61,42
"중남미","가전·전자·통신기기","계",382,459,442,364,292,358,250,292,318,344,298,338,282,374,436,257,208,160,229,264,237,240,203,299,182
"중남미","가전·전자·통신기기","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","가전·전자·통신기기","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,282,374,436,257,208,160,229,264,237,240,203,299,182
"중남미","소프트웨어","계",12,8,7,17,13,9,21,109,60,81,11,6,5,6,20,9,6,4,4,5,4,7,2,4,4
"중남미","소프트웨어","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소프트웨어","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,5,6,20,9,6,4,4,5,4,7,2,4,4
"중남미","서 적","계",16,11,22,20,19,19,13,21,31,42,25,42,38,24,58,66,56,90,125,136,141,184,115,206,160
"중남미","서 적","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","서 적","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,38,24,58,66,56,90,125,136,141,184,115,206,160
"중남미","사무·문구","계",1,0,0,0,0,1,0,1,2,1,1,1,4,3,189,1,1,0,1,0,0,0,0,0,0
"중남미","사무·문구","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","사무·문구","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,4,3,189,1,1,0,1,0,0,0,0,0,0
"중남미","음반·비디오·악기","계",599,472,754,491,434,620,730,950,349,274,291,459,422,398,815,787,667,906,1332,1422,1107,1594,980,1204,1183
"중남미","음반·비디오·악기","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","음반·비디오·악기","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,422,398,815,787,667,906,1332,1422,1107,1594,980,1204,1183
"중남미","의류 및 패션관련 상품","계",271,290,231,183,149,177,145,145,160,151,148,190,151,151,302,158,139,123,156,158,150,157,112,124,113
"중남미","의류 및 패션관련 상품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","의류 및 패션관련 상품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,151,151,302,158,139,123,156,158,150,157,112,124,113
"중남미","스포츠·레저용품","계",74,74,67,45,51,59,48,43,60,67,85,80,97,98,58,90,117,88,86,89,90,91,60,63,49
"중남미","스포츠·레저용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","스포츠·레저용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,97,98,58,90,117,88,86,89,90,91,60,63,49
"중남미","화장품","계",463,472,497,360,389,419,404,380,431,491,462,1232,475,479,424,472,457,452,528,647,636,667,482,638,414
"중남미","화장품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","화장품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,475,479,424,472,457,452,528,647,636,667,482,638,414
"중남미","아동·유아용품","계",85,79,85,71,58,94,72,67,60,68,68,77,59,66,69,61,58,56,59,67,59,67,54,85,51
"중남미","아동·유아용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","아동·유아용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,59,66,69,61,58,56,59,67,59,67,54,85,51
"중남미","음·식료품","계",1,15,2,2,3,3,21,1,1,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0
"중남미","음·식료품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","음·식료품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,0,1,0,1,0,0,0,0,0,0
"중남미","농축수산물","계",4,8,7,5,5,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","농축수산물","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","농축수산물","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","생활용품 및 자동차용품","계",362,368,406,360,331,380,384,364,395,441,465,449,519,545,389,488,504,512,469,428,457,462,305,916,334
"중남미","생활용품 및 자동차용품","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","생활용품 및 자동차용품","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,519,545,389,488,504,512,469,428,457,462,305,916,334
"중남미","기 타","계",104,87,95,93,71,86,111,90,115,107,120,153,133,130,143,147,129,168,165,178,155,152,90,147,130
"중남미","기 타","면세점",-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","기 타","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,133,130,143,147,129,168,165,178,155,152,90,147,130
"대양주","합계","계",4419,4909,4886,4112,3474,3658,3819,3690,3992,4971,5433,4785,4844,4531,5081,4549,4566,4569,4363,4065,3552,3582,2781,3255,2794
"대양주","합계","면세점",-,-,-,-,-,-,-,-,-,-,-,-,5,3,3,5,13,6,15,9,18,11,22,30,18
"대양주","합계","면세점 이외",-,-,-,-,-,-,-,-,-,-,-,-,4839,4528,5078,4544,4553,4563,4348,4056,3534,3571,2759,3225,2776
"대양주","컴퓨터 및 주변기기","계",470,441,441,273,201,239,374,318,280,368,343,310,240,150,230,151,157,107,117,92,78,62,58,56,93
